Area code;Area name;"Asian, Asian British or Asian Welsh: Bangladeshi
(number)";"Asian, Asian British or Asian Welsh: Chinese
(number)";"Asian, Asian British or Asian Welsh: Indian
(number)";"Asian, Asian British or Asian Welsh: Pakistani
(number)";"Asian, Asian British or Asian Welsh: Other Asian
(number)";"Black, Black British, Black Welsh, Caribbean or African: African
(number)";"Black, Black British, Black Welsh, Caribbean or African: Caribbean
(number)";"Black, Black British, Black Welsh, Caribbean or African: Other Black
(number)";"Mixed or Multiple ethnic groups: White and Asian
(number)";"Mixed or Multiple ethnic groups: White and Black African
(number)";"Mixed or Multiple ethnic groups: White and Black Caribbean
(number)";"Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups
(number)";"White: English, Welsh, Scottish, Northern Irish or British
(number)";"White: Irish
(number)";"White: Gypsy or Irish Traveller
(number)";"White: Roma
(number)";"White: Other White
(number)";"Other ethnic group: Arab
(number)";"Other ethnic group: Any other ethnic group
(number)";Asian, Asian British or Asian Welsh: Bangladesh;Asian, Asian British or Asian Welsh: Chinese;Asian, Asian British or Asian Welsh: Indian;Asian, Asian British or Asian Welsh: Pakistani;Asian, Asian British or Asian Welsh: Other Asian;Black, Black British, Black Welsh, Caribbean or African: African;Black, Black British, Black Welsh, Caribbean or African: Caribbean;Black, Black British, Black Welsh, Caribbean or African: Other Black;Mixed or Multiple ethnic groups: White and Asian;Mixed or Multiple ethnic groups: White and Black African ;Mixed or Multiple ethnic groups: White and Black Caribbean;Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups;"White: English, Welsh, Scottish, Northern Irish or British
(percent)";"White: Irish
(percent)";"White: Gypsy or Irish Traveller
(percent)";"White: Roma
(percent)";"White: Other White
(percent)";Other ethnic group: Arab;Other ethnic group: Any other ethnic group
E07000132;Hinckley and Bosworth; 85 ; 386 ; 2.018 ; 221 ; 437 ; 423 ; 187 ; 82 ; 681 ; 215 ; 638 ; 456 ; 103.225 ; 554 ; 80 ; 48 ; 3.273 ; 93 ; 539 ; 0,1 ; 0,3 ; 1,8 ; 0,2 ; 0,4 ; 0,4 ; 0,2 ; 0,1 ; 0,6 ; 0,2 ; 0,6 ; 0,4 ; 90,8 ; 0,5 ; 0,1 ; -   ; 2,9 ; 0,1 ; 0,5 
E07000133;Melton; 22 ; 115 ; 306 ; 13 ; 143 ; 103 ; 67 ; 22 ; 239 ; 76 ; 206 ; 138 ; 48.064 ; 269 ; 25 ; 17 ; 1.767 ; 35 ; 125 ; -   ; 0,2 ; 0,6 ; -   ; 0,3 ; 0,2 ; 0,1 ; -   ; 0,5 ; 0,1 ; 0,4 ; 0,3 ; 92,9 ; 0,5 ; -   ; -   ; 3,4 ; 0,1 ; 0,2 
E07000134;North West Leicestershire; 14 ; 234 ; 784 ; 68 ; 443 ; 423 ; 144 ; 75 ; 576 ; 174 ; 530 ; 312 ; 96.430 ; 454 ; 129 ; 63 ; 3.373 ; 65 ; 416 ; -   ; 0,2 ; 0,7 ; 0,1 ; 0,4 ; 0,4 ; 0,1 ; 0,1 ; 0,6 ; 0,2 ; 0,5 ; 0,3 ; 92,1 ; 0,4 ; 0,1 ; 0,1 ; 3,2 ; 0,1 ; 0,4 
E07000135;Oadby and Wigston; 315 ; 325 ; 12.189 ; 2.282 ; 1.020 ; 725 ; 394 ; 135 ; 730 ; 194 ; 541 ; 408 ; 34.512 ; 360 ; 10 ; 18 ; 1.692 ; 382 ; 1.515 ; 0,5 ; 0,6 ; 21,1 ; 4,0 ; 1,8 ; 1,3 ; 0,7 ; 0,2 ; 1,3 ; 0,3 ; 0,9 ; 0,7 ; 59,8 ; 0,6 ; -   ; -   ; 2,9 ; 0,7 ; 2,6 
E07000136;Boston; 67 ; 111 ; 606 ; 317 ; 342 ; 357 ; 57 ; 53 ; 261 ; 176 ; 283 ; 295 ; 52.540 ; 161 ; 142 ; 193 ; 13.697 ; 119 ; 728 ; 0,1 ; 0,2 ; 0,9 ; 0,4 ; 0,5 ; 0,5 ; 0,1 ; 0,1 ; 0,4 ; 0,2 ; 0,4 ; 0,4 ; 74,5 ; 0,2 ; 0,2 ; 0,3 ; 19,4 ; 0,2 ; 1,0 
E07000137;East Lindsey; 109 ; 271 ; 282 ; 112 ; 360 ; 148 ; 108 ; 36 ; 455 ; 160 ; 552 ; 317 ; 136.036 ; 476 ; 123 ; 51 ; 2.414 ; 54 ; 231 ; 0,1 ; 0,2 ; 0,2 ; 0,1 ; 0,3 ; 0,1 ; 0,1 ; -   ; 0,3 ; 0,1 ; 0,4 ; 0,2 ; 95,6 ; 0,3 ; 0,1 ; -   ; 1,7 ; -   ; 0,2 
E07000138;Lincoln; 322 ; 788 ; 788 ; 302 ; 1.147 ; 1.094 ; 236 ; 136 ; 657 ; 373 ; 470 ; 568 ; 85.891 ; 652 ; 145 ; 159 ; 8.818 ; 320 ; 948 ; 0,3 ; 0,8 ; 0,8 ; 0,3 ; 1,1 ; 1,1 ; 0,2 ; 0,1 ; 0,6 ; 0,4 ; 0,5 ; 0,5 ; 82,7 ; 0,6 ; 0,1 ; 0,2 ; 8,5 ; 0,3 ; 0,9 
E07000139;North Kesteven; 85 ; 286 ; 370 ; 92 ; 327 ; 239 ; 104 ; 73 ; 450 ; 218 ; 373 ; 327 ; 111.304 ; 510 ; 57 ; 28 ; 2.830 ; 92 ; 307 ; 0,1 ; 0,2 ; 0,3 ; 0,1 ; 0,3 ; 0,2 ; 0,1 ; 0,1 ; 0,4 ; 0,2 ; 0,3 ; 0,3 ; 94,3 ; 0,4 ; -   ; -   ; 2,4 ; 0,1 ; 0,3 
E07000140;South Holland; 66 ; 205 ; 467 ; 66 ; 372 ; 324 ; 118 ; 75 ; 343 ; 219 ; 327 ; 336 ; 80.244 ; 274 ; 168 ; 173 ; 10.764 ; 50 ; 531 ; 0,1 ; 0,2 ; 0,5 ; 0,1 ; 0,4 ; 0,3 ; 0,1 ; 0,1 ; 0,4 ; 0,2 ; 0,3 ; 0,4 ; 84,4 ; 0,3 ; 0,2 ; 0,2 ; 11,3 ; 0,1 ; 0,6 
E07000141;South Kesteven; 67 ; 504 ; 865 ; 236 ; 857 ; 552 ; 222 ; 101 ; 590 ; 318 ; 531 ; 512 ; 129.741 ; 681 ; 107 ; 70 ; 6.822 ; 97 ; 532 ; -   ; 0,4 ; 0,6 ; 0,2 ; 0,6 ; 0,4 ; 0,2 ; 0,1 ; 0,4 ; 0,2 ; 0,4 ; 0,4 ; 90,5 ; 0,5 ; 0,1 ; -   ; 4,8 ; 0,1 ; 0,4 
E07000142;West Lindsey; 17 ; 186 ; 547 ; 118 ; 268 ; 183 ; 106 ; 44 ; 358 ; 169 ; 321 ; 233 ; 89.964 ; 372 ; 216 ; 18 ; 1.691 ; 88 ; 254 ; -   ; 0,2 ; 0,6 ; 0,1 ; 0,3 ; 0,2 ; 0,1 ; -   ; 0,4 ; 0,2 ; 0,3 ; 0,2 ; 94,5 ; 0,4 ; 0,2 ; -   ; 1,8 ; 0,1 ; 0,3 
E07000143;Breckland; 120 ; 254 ; 342 ; 105 ; 519 ; 387 ; 233 ; 200 ; 482 ; 456 ; 515 ; 598 ; 125.516 ; 654 ; 204 ; 145 ; 9.938 ; 32 ; 777 ; 0,1 ; 0,2 ; 0,2 ; 0,1 ; 0,4 ; 0,3 ; 0,2 ; 0,1 ; 0,3 ; 0,3 ; 0,4 ; 0,4 ; 88,7 ; 0,5 ; 0,1 ; 0,1 ; 7,0 ; -   ; 0,5 
E07000144;Broadland; 179 ; 436 ; 554 ; 69 ; 593 ; 474 ; 95 ; 115 ; 665 ; 395 ; 304 ; 478 ; 123.265 ; 513 ; 60 ; 41 ; 2.990 ; 97 ; 400 ; 0,1 ; 0,3 ; 0,4 ; 0,1 ; 0,5 ; 0,4 ; 0,1 ; 0,1 ; 0,5 ; 0,3 ; 0,2 ; 0,4 ; 93,6 ; 0,4 ; -   ; -   ; 2,3 ; 0,1 ; 0,3 
E07000145;Great Yarmouth; 64 ; 246 ; 786 ; 121 ; 719 ; 857 ; 105 ; 142 ; 374 ; 424 ; 354 ; 423 ; 88.663 ; 352 ; 135 ; 114 ; 5.097 ; 75 ; 699 ; 0,1 ; 0,2 ; 0,8 ; 0,1 ; 0,7 ; 0,9 ; 0,1 ; 0,1 ; 0,4 ; 0,4 ; 0,4 ; 0,4 ; 88,9 ; 0,4 ; 0,1 ; 0,1 ; 5,1 ; 0,1 ; 0,7 
E07000146;King's Lynn and West Norfolk; 103 ; 400 ; 1.238 ; 166 ; 979 ; 518 ; 143 ; 182 ; 526 ; 429 ; 450 ; 617 ; 136.966 ; 655 ; 417 ; 139 ; 9.386 ; 152 ; 860 ; 0,1 ; 0,3 ; 0,8 ; 0,1 ; 0,6 ; 0,3 ; 0,1 ; 0,1 ; 0,3 ; 0,3 ; 0,3 ; 0,4 ; 88,8 ; 0,4 ; 0,3 ; 0,1 ; 6,1 ; 0,1 ; 0,6 
E07000147;North Norfolk; 23 ; 151 ; 110 ; 14 ; 267 ; 96 ; 59 ; 28 ; 310 ; 172 ; 247 ; 249 ; 98.403 ; 471 ; 86 ; 32 ; 2.015 ; 27 ; 218 ; -   ; 0,1 ; 0,1 ; -   ; 0,3 ; 0,1 ; 0,1 ; -   ; 0,3 ; 0,2 ; 0,2 ; 0,2 ; 95,6 ; 0,5 ; 0,1 ; -   ; 2,0 ; -   ; 0,2 
E07000148;Norwich; 839 ; 1.627 ; 2.570 ; 528 ; 2.303 ; 2.807 ; 395 ; 376 ; 1.287 ; 966 ; 939 ; 1.327 ; 111.623 ; 885 ; 214 ; 214 ; 12.485 ; 900 ; 1.639 ; 0,6 ; 1,1 ; 1,8 ; 0,4 ; 1,6 ; 2,0 ; 0,3 ; 0,3 ; 0,9 ; 0,7 ; 0,7 ; 0,9 ; 77,6 ; 0,6 ; 0,1 ; 0,1 ; 8,7 ; 0,6 ; 1,1 
E07000149;South Norfolk; 150 ; 552 ; 977 ; 133 ; 750 ; 866 ; 163 ; 135 ; 745 ; 369 ; 391 ; 589 ; 130.292 ; 519 ; 150 ; 72 ; 4.441 ; 145 ; 509 ; 0,1 ; 0,4 ; 0,7 ; 0,1 ; 0,5 ; 0,6 ; 0,1 ; 0,1 ; 0,5 ; 0,3 ; 0,3 ; 0,4 ; 91,8 ; 0,4 ; 0,1 ; 0,1 ; 3,1 ; 0,1 ; 0,4 
E07000163;Craven; 18 ; 96 ; 205 ; 500 ; 153 ; 47 ; 22 ; 18 ; 208 ; 85 ; 128 ; 148 ; 53.690 ; 244 ; 48 ; 12 ; 1.149 ; 33 ; 123 ; -   ; 0,2 ; 0,4 ; 0,9 ; 0,3 ; 0,1 ; -   ; -   ; 0,4 ; 0,1 ; 0,2 ; 0,3 ; 94,3 ; 0,4 ; 0,1 ; -   ; 2,0 ; 0,1 ; 0,2 
E07000164;Hambleton; 21 ; 145 ; 190 ; 65 ; 243 ; 122 ; 56 ; 66 ; 283 ; 104 ; 149 ; 205 ; 86.678 ; 353 ; 111 ; 15 ; 1.607 ; 67 ; 212 ; -   ; 0,2 ; 0,2 ; 0,1 ; 0,3 ; 0,1 ; 0,1 ; 0,1 ; 0,3 ; 0,1 ; 0,2 ; 0,2 ; 95,6 ; 0,4 ; 0,1 ; -   ; 1,8 ; 0,1 ; 0,2 
E07000165;Harrogate; 70 ; 757 ; 913 ; 225 ; 982 ; 688 ; 211 ; 137 ; 997 ; 337 ; 530 ; 709 ; 147.479 ; 976 ; 83 ; 105 ; 6.601 ; 170 ; 698 ; -   ; 0,5 ; 0,6 ; 0,1 ; 0,6 ; 0,4 ; 0,1 ; 0,1 ; 0,6 ; 0,2 ; 0,3 ; 0,4 ; 90,7 ; 0,6 ; 0,1 ; 0,1 ; 4,1 ; 0,1 ; 0,4 
E07000166;Richmondshire; 9 ; 46 ; 68 ; 24 ; 1.199 ; 167 ; 132 ; 141 ; 150 ; 81 ; 103 ; 128 ; 46.027 ; 196 ; 33 ; 12 ; 721 ; 38 ; 506 ; -   ; 0,1 ; 0,1 ; -   ; 2,4 ; 0,3 ; 0,3 ; 0,3 ; 0,3 ; 0,2 ; 0,2 ; 0,3 ; 92,5 ; 0,4 ; 0,1 ; -   ; 1,4 ; 0,1 ; 1,0 
E07000167;Ryedale; 20 ; 93 ; 52 ; 42 ; 118 ; 62 ; 19 ; 12 ; 132 ; 89 ; 73 ; 130 ; 51.963 ; 236 ; 59 ; 25 ; 1.418 ; 32 ; 132 ; -   ; 0,2 ; 0,1 ; 0,1 ; 0,2 ; 0,1 ; -   ; -   ; 0,2 ; 0,2 ; 0,1 ; 0,2 ; 95,0 ; 0,4 ; 0,1 ; -   ; 2,6 ; 0,1 ; 0,2 
E07000168;Scarborough; 187 ; 222 ; 357 ; 143 ; 463 ; 268 ; 44 ; 19 ; 404 ; 164 ; 223 ; 278 ; 101.848 ; 316 ; 60 ; 136 ; 3.100 ; 128 ; 376 ; 0,2 ; 0,2 ; 0,3 ; 0,1 ; 0,4 ; 0,2 ; -   ; -   ; 0,4 ; 0,2 ; 0,2 ; 0,3 ; 93,7 ; 0,3 ; 0,1 ; 0,1 ; 2,9 ; 0,1 ; 0,3 
E07000169;Selby; 6 ; 215 ; 246 ; 38 ; 189 ; 140 ; 52 ; 36 ; 322 ; 122 ; 230 ; 210 ; 86.380 ; 360 ; 156 ; 43 ; 2.915 ; 94 ; 234 ; -   ; 0,2 ; 0,3 ; -   ; 0,2 ; 0,2 ; 0,1 ; -   ; 0,4 ; 0,1 ; 0,3 ; 0,2 ; 93,9 ; 0,4 ; 0,2 ; -   ; 3,2 ; 0,1 ; 0,3 
E07000170;Ashfield; 56 ; 356 ; 873 ; 209 ; 474 ; 959 ; 395 ; 221 ; 449 ; 267 ; 956 ; 387 ; 115.972 ; 313 ; 67 ; 54 ; 3.741 ; 100 ; 450 ; -   ; 0,3 ; 0,7 ; 0,2 ; 0,4 ; 0,8 ; 0,3 ; 0,2 ; 0,4 ; 0,2 ; 0,8 ; 0,3 ; 91,8 ; 0,2 ; 0,1 ; -   ; 3,0 ; 0,1 ; 0,4 
E07000171;Bassetlaw; 40 ; 237 ; 522 ; 208 ; 448 ; 378 ; 202 ; 156 ; 385 ; 176 ; 505 ; 339 ; 108.338 ; 317 ; 135 ; 67 ; 4.763 ; 95 ; 492 ; -   ; 0,2 ; 0,4 ; 0,2 ; 0,4 ; 0,3 ; 0,2 ; 0,1 ; 0,3 ; 0,1 ; 0,4 ; 0,3 ; 92,0 ; 0,3 ; 0,1 ; 0,1 ; 4,0 ; 0,1 ; 0,4 
E07000172;Broxtowe; 112 ; 1.289 ; 2.390 ; 1.232 ; 1.129 ; 1.129 ; 522 ; 216 ; 803 ; 284 ; 1.179 ; 553 ; 93.718 ; 653 ; 26 ; 63 ; 4.176 ; 498 ; 968 ; 0,1 ; 1,2 ; 2,2 ; 1,1 ; 1,0 ; 1,0 ; 0,5 ; 0,2 ; 0,7 ; 0,3 ; 1,1 ; 0,5 ; 84,5 ; 0,6 ; -   ; 0,1 ; 3,8 ; 0,4 ; 0,9 
E07000173;Gedling; 106 ; 472 ; 1.755 ; 1.451 ; 748 ; 1.026 ; 1.263 ; 386 ; 859 ; 351 ; 2.143 ; 777 ; 100.367 ; 887 ; 28 ; 55 ; 3.581 ; 186 ; 823 ; 0,1 ; 0,4 ; 1,5 ; 1,2 ; 0,6 ; 0,9 ; 1,1 ; 0,3 ; 0,7 ; 0,3 ; 1,8 ; 0,7 ; 85,6 ; 0,8 ; -   ; -   ; 3,1 ; 0,2 ; 0,7 
E07000174;Mansfield; 338 ; 337 ; 839 ; 250 ; 470 ; 755 ; 263 ; 156 ; 345 ; 219 ; 650 ; 330 ; 96.475 ; 387 ; 89 ; 182 ; 7.579 ; 186 ; 632 ; 0,3 ; 0,3 ; 0,8 ; 0,2 ; 0,4 ; 0,7 ; 0,2 ; 0,1 ; 0,3 ; 0,2 ; 0,6 ; 0,3 ; 87,3 ; 0,4 ; 0,1 ; 0,2 ; 6,9 ; 0,2 ; 0,6 
E07000175;Newark and Sherwood; 107 ; 300 ; 496 ; 165 ; 343 ; 431 ; 225 ; 148 ; 535 ; 218 ; 695 ; 396 ; 111.939 ; 569 ; 342 ; 103 ; 5.413 ; 123 ; 411 ; 0,1 ; 0,2 ; 0,4 ; 0,1 ; 0,3 ; 0,4 ; 0,2 ; 0,1 ; 0,4 ; 0,2 ; 0,6 ; 0,3 ; 91,0 ; 0,5 ; 0,3 ; 0,1 ; 4,4 ; 0,1 ; 0,3 
E07000176;Rushcliffe; 129 ; 900 ; 3.471 ; 1.498 ; 777 ; 574 ; 398 ; 123 ; 1.226 ; 291 ; 1.075 ; 711 ; 102.479 ; 893 ; 45 ; 43 ; 3.367 ; 369 ; 708 ; 0,1 ; 0,8 ; 2,9 ; 1,3 ; 0,7 ; 0,5 ; 0,3 ; 0,1 ; 1,0 ; 0,2 ; 0,9 ; 0,6 ; 86,1 ; 0,7 ; -   ; -   ; 2,8 ; 0,3 ; 0,6 
E07000177;Cherwell; 288 ; 1.411 ; 2.795 ; 3.153 ; 2.059 ; 1.731 ; 690 ; 424 ; 1.438 ; 730 ; 1.225 ; 1.221 ; 125.422 ; 1.245 ; 178 ; 354 ; 14.632 ; 376 ; 1.643 ; 0,2 ; 0,9 ; 1,7 ; 2,0 ; 1,3 ; 1,1 ; 0,4 ; 0,3 ; 0,9 ; 0,5 ; 0,8 ; 0,8 ; 77,9 ; 0,8 ; 0,1 ; 0,2 ; 9,1 ; 0,2 ; 1,0 
E07000178;Oxford; 2.025 ; 4.479 ; 6.005 ; 6.619 ; 5.863 ; 5.060 ; 1.629 ; 846 ; 3.197 ; 1.072 ; 1.916 ; 2.820 ; 86.672 ; 2.351 ; 62 ; 501 ; 24.975 ; 1.449 ; 4.499 ; 1,2 ; 2,8 ; 3,7 ; 4,1 ; 3,6 ; 3,1 ; 1,0 ; 0,5 ; 2,0 ; 0,7 ; 1,2 ; 1,7 ; 53,5 ; 1,5 ; -   ; 0,3 ; 15,4 ; 0,9 ; 2,8 
E07000179;South Oxfordshire; 249 ; 672 ; 1.645 ; 436 ; 1.261 ; 900 ; 345 ; 222 ; 1.289 ; 396 ; 791 ; 926 ; 127.890 ; 1.313 ; 106 ; 138 ; 9.338 ; 209 ; 962 ; 0,2 ; 0,5 ; 1,1 ; 0,3 ; 0,8 ; 0,6 ; 0,2 ; 0,1 ; 0,9 ; 0,3 ; 0,5 ; 0,6 ; 85,8 ; 0,9 ; 0,1 ; 0,1 ; 6,3 ; 0,1 ; 0,6 
E07000180;Vale of White Horse; 257 ; 1.283 ; 1.587 ; 650 ; 1.713 ; 1.450 ; 503 ; 362 ; 1.266 ; 435 ; 734 ; 1.017 ; 115.517 ; 1.146 ; 119 ; 131 ; 9.191 ; 350 ; 1.202 ; 0,2 ; 0,9 ; 1,1 ; 0,5 ; 1,2 ; 1,0 ; 0,4 ; 0,3 ; 0,9 ; 0,3 ; 0,5 ; 0,7 ; 83,2 ; 0,8 ; 0,1 ; 0,1 ; 6,6 ; 0,3 ; 0,9 
E07000181;West Oxfordshire; 211 ; 404 ; 498 ; 134 ; 689 ; 475 ; 160 ; 87 ; 818 ; 294 ; 478 ; 551 ; 101.648 ; 851 ; 187 ; 105 ; 5.982 ; 133 ; 531 ; 0,2 ; 0,4 ; 0,4 ; 0,1 ; 0,6 ; 0,4 ; 0,1 ; 0,1 ; 0,7 ; 0,3 ; 0,4 ; 0,5 ; 89,0 ; 0,7 ; 0,2 ; 0,1 ; 5,2 ; 0,1 ; 0,5 
E07000187;Mendip; 86 ; 402 ; 317 ; 36 ; 457 ; 230 ; 90 ; 49 ; 643 ; 237 ; 350 ; 436 ; 106.608 ; 756 ; 240 ; 87 ; 4.660 ; 44 ; 361 ; 0,1 ; 0,3 ; 0,3 ; -   ; 0,4 ; 0,2 ; 0,1 ; -   ; 0,6 ; 0,2 ; 0,3 ; 0,4 ; 91,8 ; 0,7 ; 0,2 ; 0,1 ; 4,0 ; -   ; 0,3 
E07000188;Sedgemoor; 188 ; 246 ; 725 ; 62 ; 585 ; 249 ; 90 ; 84 ; 493 ; 258 ; 297 ; 383 ; 114.340 ; 494 ; 185 ; 128 ; 5.938 ; 75 ; 521 ; 0,1 ; 0,2 ; 0,6 ; -   ; 0,5 ; 0,2 ; 0,1 ; 0,1 ; 0,4 ; 0,2 ; 0,2 ; 0,3 ; 91,2 ; 0,4 ; 0,1 ; 0,1 ; 4,7 ; 0,1 ; 0,4 
E07000189;South Somerset; 178 ; 335 ; 808 ; 132 ; 877 ; 555 ; 157 ; 104 ; 602 ; 386 ; 451 ; 584 ; 158.325 ; 653 ; 197 ; 141 ; 7.513 ; 112 ; 560 ; 0,1 ; 0,2 ; 0,5 ; 0,1 ; 0,5 ; 0,3 ; 0,1 ; 0,1 ; 0,3 ; 0,2 ; 0,3 ; 0,3 ; 91,7 ; 0,4 ; 0,1 ; 0,1 ; 4,4 ; 0,1 ; 0,3 
E07000192;Cannock Chase; 68 ; 246 ; 498 ; 118 ; 278 ; 194 ; 212 ; 66 ; 346 ; 113 ; 732 ; 231 ; 95.019 ; 315 ; 33 ; 30 ; 1.734 ; 27 ; 263 ; 0,1 ; 0,2 ; 0,5 ; 0,1 ; 0,3 ; 0,2 ; 0,2 ; 0,1 ; 0,3 ; 0,1 ; 0,7 ; 0,2 ; 94,5 ; 0,3 ; -   ; -   ; 1,7 ; -   ; 0,3 
E07000193;East Staffordshire; 208 ; 351 ; 1.084 ; 8.638 ; 1.271 ; 713 ; 487 ; 176 ; 867 ; 201 ; 1.190 ; 465 ; 97.019 ; 524 ; 102 ; 214 ; 9.192 ; 190 ; 1.129 ; 0,2 ; 0,3 ; 0,9 ; 7,0 ; 1,0 ; 0,6 ; 0,4 ; 0,1 ; 0,7 ; 0,2 ; 1,0 ; 0,4 ; 78,2 ; 0,4 ; 0,1 ; 0,2 ; 7,4 ; 0,2 ; 0,9 
E07000194;Lichfield; 163 ; 315 ; 1.477 ; 231 ; 310 ; 201 ; 316 ; 84 ; 608 ; 169 ; 795 ; 415 ; 97.952 ; 663 ; 29 ; 42 ; 2.231 ; 50 ; 385 ; 0,2 ; 0,3 ; 1,4 ; 0,2 ; 0,3 ; 0,2 ; 0,3 ; 0,1 ; 0,6 ; 0,2 ; 0,7 ; 0,4 ; 92,0 ; 0,6 ; -   ; -   ; 2,1 ; -   ; 0,4 
E07000195;Newcastle-under-Lyme; 273 ; 639 ; 1.707 ; 947 ; 1.076 ; 931 ; 227 ; 131 ; 672 ; 248 ; 659 ; 409 ; 110.947 ; 365 ; 71 ; 61 ; 3.079 ; 197 ; 660 ; 0,2 ; 0,5 ; 1,4 ; 0,8 ; 0,9 ; 0,8 ; 0,2 ; 0,1 ; 0,5 ; 0,2 ; 0,5 ; 0,3 ; 90,0 ; 0,3 ; 0,1 ; -   ; 2,5 ; 0,2 ; 0,5 
E07000196;South Staffordshire; 59 ; 189 ; 2.121 ; 435 ; 304 ; 307 ; 547 ; 177 ; 615 ; 120 ; 1.174 ; 333 ; 101.832 ; 483 ; 192 ; 29 ; 1.034 ; 60 ; 464 ; 0,1 ; 0,2 ; 1,9 ; 0,4 ; 0,3 ; 0,3 ; 0,5 ; 0,2 ; 0,6 ; 0,1 ; 1,1 ; 0,3 ; 92,2 ; 0,4 ; 0,2 ; -   ; 0,9 ; 0,1 ; 0,4 
E07000197;Stafford; 144 ; 474 ; 1.856 ; 518 ; 1.173 ; 715 ; 510 ; 215 ; 677 ; 248 ; 1.106 ; 521 ; 123.203 ; 699 ; 113 ; 69 ; 3.721 ; 224 ; 684 ; 0,1 ; 0,3 ; 1,4 ; 0,4 ; 0,9 ; 0,5 ; 0,4 ; 0,2 ; 0,5 ; 0,2 ; 0,8 ; 0,4 ; 90,0 ; 0,5 ; 0,1 ; 0,1 ; 2,7 ; 0,2 ; 0,5 
E07000198;Staffordshire Moorlands; 11 ; 122 ; 199 ; 100 ; 226 ; 78 ; 90 ; 20 ; 308 ; 89 ; 307 ; 198 ; 92.567 ; 254 ; 53 ; 13 ; 1.044 ; 27 ; 138 ; -   ; 0,1 ; 0,2 ; 0,1 ; 0,2 ; 0,1 ; 0,1 ; -   ; 0,3 ; 0,1 ; 0,3 ; 0,2 ; 96,6 ; 0,3 ; 0,1 ; -   ; 1,1 ; -   ; 0,1 
E07000199;Tamworth; 38 ; 201 ; 506 ; 103 ; 233 ; 151 ; 257 ; 84 ; 369 ; 119 ; 756 ; 228 ; 71.456 ; 449 ; 17 ; 110 ; 3.277 ; 56 ; 232 ; -   ; 0,3 ; 0,6 ; 0,1 ; 0,3 ; 0,2 ; 0,3 ; 0,1 ; 0,5 ; 0,2 ; 1,0 ; 0,3 ; 90,9 ; 0,6 ; -   ; 0,1 ; 4,2 ; 0,1 ; 0,3 
E07000200;Babergh; 107 ; 177 ; 234 ; 37 ; 320 ; 287 ; 124 ; 92 ; 382 ; 210 ; 383 ; 376 ; 86.418 ; 481 ; 40 ; 26 ; 2.304 ; 37 ; 307 ; 0,1 ; 0,2 ; 0,3 ; -   ; 0,3 ; 0,3 ; 0,1 ; 0,1 ; 0,4 ; 0,2 ; 0,4 ; 0,4 ; 93,6 ; 0,5 ; -   ; -   ; 2,5 ; -   ; 0,3 
E07000202;Ipswich; 2.015 ; 749 ; 2.366 ; 376 ; 2.105 ; 2.483 ; 1.508 ; 891 ; 820 ; 1.151 ; 3.016 ; 1.422 ; 104.208 ; 587 ; 356 ; 663 ; 11.943 ; 357 ; 2.627 ; 1,4 ; 0,5 ; 1,7 ; 0,3 ; 1,5 ; 1,8 ; 1,1 ; 0,6 ; 0,6 ; 0,8 ; 2,2 ; 1,0 ; 74,6 ; 0,4 ; 0,3 ; 0,5 ; 8,6 ; 0,3 ; 1,9 
E07000203;Mid Suffolk; 36 ; 176 ; 204 ; 33 ; 372 ; 274 ; 166 ; 113 ; 365 ; 200 ; 480 ; 418 ; 96.581 ; 442 ; 93 ; 27 ; 2.320 ; 44 ; 357 ; -   ; 0,2 ; 0,2 ; -   ; 0,4 ; 0,3 ; 0,2 ; 0,1 ; 0,4 ; 0,2 ; 0,5 ; 0,4 ; 94,0 ; 0,4 ; 0,1 ; -   ; 2,3 ; -   ; 0,3 
E07000207;Elmbridge; 630 ; 1.415 ; 3.539 ; 919 ; 2.549 ; 1.135 ; 388 ; 207 ; 2.372 ; 681 ; 854 ; 1.781 ; 102.867 ; 2.326 ; 149 ; 177 ; 13.981 ; 884 ; 1.901 ; 0,5 ; 1,0 ; 2,6 ; 0,7 ; 1,8 ; 0,8 ; 0,3 ; 0,1 ; 1,7 ; 0,5 ; 0,6 ; 1,3 ; 74,1 ; 1,7 ; 0,1 ; 0,1 ; 10,1 ; 0,6 ; 1,4 
E07000208;Epsom and Ewell; 528 ; 1.293 ; 3.189 ; 1.474 ; 2.749 ; 970 ; 353 ; 246 ; 1.416 ; 401 ; 601 ; 1.132 ; 56.136 ; 1.190 ; 81 ; 139 ; 6.766 ; 721 ; 1.552 ; 0,7 ; 1,6 ; 3,9 ; 1,8 ; 3,4 ; 1,2 ; 0,4 ; 0,3 ; 1,7 ; 0,5 ; 0,7 ; 1,4 ; 69,4 ; 1,5 ; 0,1 ; 0,2 ; 8,4 ; 0,9 ; 1,9 
